NAME,GS<br> follow link to MSigDB,GS DETAILS,SIZE,ES,NES,NOM p-val,FDR q-val,FWER p-val,RANK AT MAX,LEADING EDGE
HORTON_SREBF_TARGETS,HORTON_SREBF_TARGETS,,24,0.36083868,0.90220475,0.54037267,0.70340294,1,2545,"tags=25%, list=12%, signal=29%"
ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_DN,ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_DN,,353,0.21857733,0.90143347,0.5849057,0.70434517,1,3769,"tags=26%, list=18%, signal=32%"
WANG_CLIM2_TARGETS_UP,WANG_CLIM2_TARGETS_UP,,244,0.19021298,0.90133876,0.63188976,0.704133,1,4777,"tags=29%, list=23%, signal=37%"
ABBUD_LIF_SIGNALING_1_UP,ABBUD_LIF_SIGNALING_1_UP,,43,0.26758215,0.9010654,0.6045082,0.70418805,1,2946,"tags=30%, list=14%, signal=35%"
PID_AVB3_INTEGRIN_PATHWAY,PID_AVB3_INTEGRIN_PATHWAY,,74,0.25835615,0.9008661,0.55870444,0.7041293,1,2591,"tags=24%, list=13%, signal=28%"
CASTELLANO_NRAS_TARGETS_UP,CASTELLANO_NRAS_TARGETS_UP,,72,0.24431397,0.9005518,0.61445785,0.70427585,1,3555,"tags=29%, list=17%, signal=35%"
DURCHDEWALD_SKIN_CARCINOGENESIS_UP,DURCHDEWALD_SKIN_CARCINOGENESIS_UP,,94,0.21559964,0.9002498,0.6588983,0.70440805,1,3189,"tags=23%, list=16%, signal=28%"
NADLER_OBESITY_UP,NADLER_OBESITY_UP,,60,0.3294221,0.89998335,0.55226827,0.70447475,1,4544,"tags=40%, list=22%, signal=51%"
REACTOME_DEADENYLATION_OF_MRNA,REACTOME_DEADENYLATION_OF_MRNA,,25,0.3228823,0.89956534,0.5943775,0.70480704,1,2879,"tags=32%, list=14%, signal=37%"
PID_MAPK_TRK_PATHWAY,PID_MAPK_TRK_PATHWAY,,34,0.24642201,0.89945275,0.6441352,0.7046231,1,4183,"tags=29%, list=20%, signal=37%"
LUI_THYROID_CANCER_PAX8_PPARG_DN,LUI_THYROID_CANCER_PAX8_PPARG_DN,,46,0.29840034,0.897667,0.5616162,0.7073383,1,5165,"tags=41%, list=25%, signal=55%"
WP_SARS_COV_2_INNATE_IMMUNITY_EVASION_AND_CELL_SPECIFIC_IMMUNE_RESPONSE,WP_SARS_COV_2_INNATE_IMMUNITY_EVASION_AND_CELL_SPECIFIC_IMMUNE_RESPONSE,,66,0.26394087,0.89739645,0.56827307,0.707419,1,3185,"tags=29%, list=16%, signal=34%"
ALONSO_METASTASIS_EMT_UP,ALONSO_METASTASIS_EMT_UP,,35,0.28214744,0.897282,0.548583,0.7072053,1,2409,"tags=26%, list=12%, signal=29%"
COLLIS_PRKDC_SUBSTRATES,COLLIS_PRKDC_SUBSTRATES,,16,0.32694194,0.8971605,0.6089613,0.70701015,1,2328,"tags=25%, list=11%, signal=28%"
ZHONG_RESPONSE_TO_AZACITIDINE_AND_TSA_UP,ZHONG_RESPONSE_TO_AZACITIDINE_AND_TSA_UP,,182,0.20713414,0.89699686,0.662,0.7068861,1,1969,"tags=15%, list=10%, signal=17%"
REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS,REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS,,28,0.29046318,0.89480746,0.59638554,0.71031433,1,5081,"tags=36%, list=25%, signal=47%"
MARIADASON_RESPONSE_TO_BUTYRATE_SULINDAC_6,MARIADASON_RESPONSE_TO_BUTYRATE_SULINDAC_6,,47,0.26057386,0.8939823,0.5945419,0.71133226,1,2835,"tags=26%, list=14%, signal=30%"
FRIDMAN_SENESCENCE_UP,FRIDMAN_SENESCENCE_UP,,77,0.24131791,0.893676,0.5923695,0.71145356,1,3418,"tags=29%, list=17%, signal=34%"
XIE_ST_HSC_S1PR3_OE_UP,XIE_ST_HSC_S1PR3_OE_UP,,183,0.2613932,0.8932523,0.5363985,0.71177614,1,4535,"tags=40%, list=22%, signal=51%"
WP_BURN_WOUND_HEALING,WP_BURN_WOUND_HEALING,,74,0.25171438,0.8930402,0.5747863,0.7117579,1,2850,"tags=22%, list=14%, signal=25%"
WP_METHIONINE_DE_NOVO_AND_SALVAGE_PATHWAY,WP_METHIONINE_DE_NOVO_AND_SALVAGE_PATHWAY,,22,0.26555848,0.89298123,0.6085271,0.71147066,1,1066,"tags=18%, list=5%, signal=19%"
PID_PI3KCI_AKT_PATHWAY,PID_PI3KCI_AKT_PATHWAY,,35,0.25605178,0.89290565,0.57873213,0.71121776,1,2328,"tags=26%, list=11%, signal=29%"
WAKABAYASHI_ADIPOGENESIS_PPARG_BOUND_36HR,WAKABAYASHI_ADIPOGENESIS_PPARG_BOUND_36HR,,29,0.2715929,0.892336,0.5934959,0.711816,1,3723,"tags=34%, list=18%, signal=42%"
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM,REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM,,57,0.23441318,0.8914521,0.6214442,0.71292835,1,4696,"tags=32%, list=23%, signal=41%"
MIKKELSEN_IPS_ICP_WITH_H3K27ME3,MIKKELSEN_IPS_ICP_WITH_H3K27ME3,,55,0.24075516,0.891055,0.6915114,0.71320105,1,5508,"tags=29%, list=27%, signal=40%"
REACTOME_METABOLISM_OF_PORPHYRINS,REACTOME_METABOLISM_OF_PORPHYRINS,,27,0.27297616,0.8907779,0.6302521,0.71328586,1,3757,"tags=26%, list=18%, signal=32%"
WP_TAR_SYNDROME,WP_TAR_SYNDROME,,63,0.23111875,0.89066213,0.6062992,0.71307665,1,5665,"tags=41%, list=28%, signal=57%"
KIM_GASTRIC_CANCER_CHEMOSENSITIVITY,KIM_GASTRIC_CANCER_CHEMOSENSITIVITY,,95,0.2222283,0.89044976,0.61440676,0.7130615,1,3978,"tags=28%, list=19%, signal=35%"
SAKAI_CHRONIC_HEPATITIS_VS_LIVER_CANCER_UP,SAKAI_CHRONIC_HEPATITIS_VS_LIVER_CANCER_UP,,81,0.2593465,0.88973653,0.5576923,0.71388704,1,3406,"tags=28%, list=17%, signal=34%"
WILENSKY_RESPONSE_TO_DARAPLADIB,WILENSKY_RESPONSE_TO_DARAPLADIB,,28,0.3915179,0.8882614,0.59807694,0.7160188,1,5722,"tags=32%, list=28%, signal=45%"
REACTOME_INTERFERON_GAMMA_SIGNALING,REACTOME_INTERFERON_GAMMA_SIGNALING,,96,0.27761224,0.8882315,0.57421875,0.71567786,1,5721,"tags=44%, list=28%, signal=60%"
AGUIRRE_PANCREATIC_CANCER_COPY_NUMBER_DN,AGUIRRE_PANCREATIC_CANCER_COPY_NUMBER_DN,,235,0.20344824,0.8881636,0.61764705,0.7154077,1,3185,"tags=21%, list=16%, signal=25%"
GILDEA_METASTASIS,GILDEA_METASTASIS,,29,0.30209255,0.88809866,0.5623722,0.7151174,1,1757,"tags=24%, list=9%, signal=26%"
REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE,REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE,,15,0.32101744,0.88764346,0.610101,0.7155271,1,5179,"tags=47%, list=25%, signal=62%"
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE,,22,0.31953597,0.88743347,0.57200813,0.71546537,1,2689,"tags=36%, list=13%, signal=42%"
REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION,REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION,,26,0.29387203,0.8862991,0.576699,0.7169659,1,2509,"tags=27%, list=12%, signal=31%"
BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_48HR_DN,BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_48HR_DN,,158,0.22338007,0.8841619,0.6605317,0.7202844,1,4981,"tags=30%, list=24%, signal=40%"
KEGG_ALLOGRAFT_REJECTION,KEGG_ALLOGRAFT_REJECTION,,35,0.39252728,0.8836647,0.58531743,0.7207099,1,7150,"tags=57%, list=35%, signal=88%"
WP_IRON_SULFUR_CLUSTER_BIOGENESIS,WP_IRON_SULFUR_CLUSTER_BIOGENESIS,,15,0.3449763,0.88355446,0.58835757,0.720489,1,3508,"tags=40%, list=17%, signal=48%"
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM,,40,0.2765655,0.88346344,0.57266814,0.72025746,1,3757,"tags=20%, list=18%, signal=24%"
HAHTOLA_CTCL_PATHOGENESIS,HAHTOLA_CTCL_PATHOGENESIS,,15,0.3978726,0.882948,0.57655954,0.72076476,1,7343,"tags=53%, list=36%, signal=83%"
PID_CXCR3_PATHWAY,PID_CXCR3_PATHWAY,,43,0.2535036,0.8822651,0.6035156,0.72152346,1,4114,"tags=33%, list=20%, signal=41%"
REACTOME_SIGNALLING_TO_ERKS,REACTOME_SIGNALLING_TO_ERKS,,34,0.24723895,0.8821668,0.6843137,0.7212996,1,4183,"tags=32%, list=20%, signal=41%"
TERAO_AOX4_TARGETS_SKIN_UP,TERAO_AOX4_TARGETS_SKIN_UP,,31,0.25420785,0.8813564,0.63975155,0.72226363,1,6716,"tags=52%, list=33%, signal=77%"
BANG_VERTEPORFIN_ENDOMETRIAL_CANCER_CELLS_DN,BANG_VERTEPORFIN_ENDOMETRIAL_CANCER_CELLS_DN,,16,0.3373271,0.878717,0.6421053,0.7263464,1,4087,"tags=44%, list=20%, signal=55%"
CAMPS_COLON_CANCER_COPY_NUMBER_UP,CAMPS_COLON_CANCER_COPY_NUMBER_UP,,92,0.23036252,0.8771152,0.65904367,0.7287188,1,5231,"tags=32%, list=25%, signal=42%"
WP_GLYCOSAMINOGLYCAN_SYNTHESIS_IN_FIBROBLASTS,WP_GLYCOSAMINOGLYCAN_SYNTHESIS_IN_FIBROBLASTS,,41,0.26761568,0.87603205,0.5711297,0.73016673,1,2806,"tags=27%, list=14%, signal=31%"
PID_PI3KCI_PATHWAY,PID_PI3KCI_PATHWAY,,48,0.27181187,0.8737725,0.57945734,0.733602,1,3006,"tags=27%, list=15%, signal=32%"
HOLLEMAN_VINCRISTINE_RESISTANCE_ALL_DN,HOLLEMAN_VINCRISTINE_RESISTANCE_ALL_DN,,20,0.36549497,0.87375623,0.5919192,0.7332215,1,3440,"tags=30%, list=17%, signal=36%"
DANG_MYC_TARGETS_DN,DANG_MYC_TARGETS_DN,,31,0.2718318,0.8734726,0.59566075,0.73332375,1,2140,"tags=23%, list=10%, signal=25%"
WP_FGF23_SIGNALING_IN_HYPOPHOSPHATEMIC_RICKETS_AND_RELATED_DISORDERS,WP_FGF23_SIGNALING_IN_HYPOPHOSPHATEMIC_RICKETS_AND_RELATED_DISORDERS,,23,0.26570126,0.87213534,0.65940595,0.73520017,1,3317,"tags=30%, list=16%, signal=36%"
YAMASHITA_LIVER_CANCER_WITH_EPCAM_UP,YAMASHITA_LIVER_CANCER_WITH_EPCAM_UP,,53,0.27821696,0.8719679,0.5705522,0.73506844,1,3427,"tags=23%, list=17%, signal=27%"
WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_UP,WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_UP,,112,0.19585405,0.87144434,0.71014494,0.7355833,1,5497,"tags=33%, list=27%, signal=45%"
MARKEY_RB1_ACUTE_LOF_DN,MARKEY_RB1_ACUTE_LOF_DN,,232,0.2528719,0.8713194,0.57715434,0.7353969,1,5158,"tags=36%, list=25%, signal=48%"
HELLER_SILENCED_BY_METHYLATION_UP,HELLER_SILENCED_BY_METHYLATION_UP,,278,0.22274876,0.87108105,0.6023392,0.73539,1,5826,"tags=39%, list=28%, signal=54%"
WANG_RESPONSE_TO_BEXAROTENE_UP,WANG_RESPONSE_TO_BEXAROTENE_UP,,34,0.24814077,0.86962485,0.6581741,0.7374921,1,7087,"tags=47%, list=35%, signal=72%"
BIOCARTA_ERYTH_PATHWAY,BIOCARTA_ERYTH_PATHWAY,,15,0.32595572,0.86886966,0.61041665,0.7383747,1,5173,"tags=40%, list=25%, signal=53%"
DESERT_EXTRACELLULAR_MATRIX_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP,DESERT_EXTRACELLULAR_MATRIX_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP,,22,0.3065325,0.8681983,0.59387755,0.73910713,1,2801,"tags=32%, list=14%, signal=37%"
SEITZ_NEOPLASTIC_TRANSFORMATION_BY_8P_DELETION_UP,SEITZ_NEOPLASTIC_TRANSFORMATION_BY_8P_DELETION_UP,,74,0.27011245,0.86793923,0.57086617,0.73915565,1,4521,"tags=45%, list=22%, signal=57%"
AMIT_SERUM_RESPONSE_480_MCF10A,AMIT_SERUM_RESPONSE_480_MCF10A,,36,0.25933602,0.8678507,0.6389452,0.7389047,1,5357,"tags=42%, list=26%, signal=56%"
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,,374,0.2241671,0.8675853,0.5803758,0.7389387,1,3944,"tags=23%, list=19%, signal=28%"
SA_B_CELL_RECEPTOR_COMPLEXES,SA_B_CELL_RECEPTOR_COMPLEXES,,24,0.25884178,0.86649543,0.66533864,0.74035794,1,3554,"tags=29%, list=17%, signal=35%"
BIOCARTA_ATM_PATHWAY,BIOCARTA_ATM_PATHWAY,,20,0.30359378,0.86608356,0.6199616,0.74066395,1,2019,"tags=20%, list=10%, signal=22%"
REACTOME_SYNAPTIC_ADHESION_LIKE_MOLECULES,REACTOME_SYNAPTIC_ADHESION_LIKE_MOLECULES,,21,0.27375796,0.86564344,0.6440678,0.7409915,1,3871,"tags=38%, list=19%, signal=47%"
REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS,REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS,,84,0.21488565,0.8646183,0.728,0.74236155,1,4347,"tags=24%, list=21%, signal=30%"
WP_ENDOPLASMIC_RETICULUM_STRESS_RESPONSE_IN_CORONAVIRUS_INFECTION,WP_ENDOPLASMIC_RETICULUM_STRESS_RESPONSE_IN_CORONAVIRUS_INFECTION,,46,0.2410734,0.8644826,0.6621622,0.7421774,1,1143,"tags=15%, list=6%, signal=16%"
WP_8Q11_23_RB1CC1_COPY_NUMBER_VARIATION,WP_8Q11_23_RB1CC1_COPY_NUMBER_VARIATION,,16,0.27551487,0.8641823,0.6679463,0.74226785,1,3614,"tags=31%, list=18%, signal=38%"
REACTOME_BBSOME_MEDIATED_CARGO_TARGETING_TO_CILIUM,REACTOME_BBSOME_MEDIATED_CARGO_TARGETING_TO_CILIUM,,23,0.29457396,0.8638328,0.63457763,0.7424706,1,1485,"tags=17%, list=7%, signal=19%"
ICHIBA_GRAFT_VERSUS_HOST_DISEASE_35D_UP,ICHIBA_GRAFT_VERSUS_HOST_DISEASE_35D_UP,,138,0.27348804,0.8634261,0.5588235,0.7427561,1,5239,"tags=33%, list=26%, signal=44%"
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM,KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM,,16,0.32456663,0.86310226,0.5929019,0.74293494,1,609,"tags=13%, list=3%, signal=13%"
PURBEY_TARGETS_OF_CTBP1_NOT_SATB1_UP,PURBEY_TARGETS_OF_CTBP1_NOT_SATB1_UP,,294,0.17055705,0.8626378,0.84810126,0.74332416,1,3952,"tags=22%, list=19%, signal=27%"
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS,KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS,,16,0.28682512,0.86211187,0.67209774,0.743807,1,3215,"tags=31%, list=16%, signal=37%"
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,,16,0.2849125,0.86077213,0.6399177,0.7456289,1,4671,"tags=44%, list=23%, signal=57%"
REACTOME_OTHER_INTERLEUKIN_SIGNALING,REACTOME_OTHER_INTERLEUKIN_SIGNALING,,24,0.27574676,0.8606489,0.63838387,0.7454459,1,3838,"tags=38%, list=19%, signal=46%"
DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_UP,DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_UP,,75,0.23304953,0.86037946,0.6784969,0.7454829,1,5246,"tags=39%, list=26%, signal=52%"
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT,KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT,,38,0.24331775,0.8599508,0.65294117,0.7457816,1,4361,"tags=34%, list=21%, signal=43%"
SANA_TNF_SIGNALING_UP,SANA_TNF_SIGNALING_UP,,83,0.2809005,0.85988307,0.5815324,0.7454976,1,5581,"tags=49%, list=27%, signal=68%"
NEMETH_INFLAMMATORY_RESPONSE_LPS_UP,NEMETH_INFLAMMATORY_RESPONSE_LPS_UP,,83,0.25838757,0.85954285,0.60373443,0.7456742,1,1694,"tags=18%, list=8%, signal=20%"
DARWICHE_SQUAMOUS_CELL_CARCINOMA_UP,DARWICHE_SQUAMOUS_CELL_CARCINOMA_UP,,152,0.20052013,0.85936385,0.70563674,0.74557143,1,4230,"tags=26%, list=21%, signal=33%"
SEIDEN_ONCOGENESIS_BY_MET,SEIDEN_ONCOGENESIS_BY_MET,,89,0.27315578,0.85917354,0.59029126,0.74548936,1,3962,"tags=34%, list=19%, signal=42%"
BIOCARTA_VDR_PATHWAY,BIOCARTA_VDR_PATHWAY,,24,0.29368588,0.85814226,0.6089613,0.7468067,1,5427,"tags=46%, list=26%, signal=62%"
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION,REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION,,19,0.2954249,0.8578757,0.6458753,0.7468443,1,2438,"tags=26%, list=12%, signal=30%"
TANAKA_METHYLATED_IN_ESOPHAGEAL_CARCINOMA,TANAKA_METHYLATED_IN_ESOPHAGEAL_CARCINOMA,,102,0.21139017,0.8577594,0.7416481,0.7466474,1,1520,"tags=13%, list=7%, signal=14%"
BRACHAT_RESPONSE_TO_CAMPTOTHECIN_UP,BRACHAT_RESPONSE_TO_CAMPTOTHECIN_UP,,26,0.2650375,0.8576199,0.6404255,0.74649,1,3393,"tags=31%, list=17%, signal=37%"
SA_CASPASE_CASCADE,SA_CASPASE_CASCADE,,19,0.31926906,0.8573198,0.63269234,0.7465971,1,48,"tags=11%, list=0%, signal=11%"
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY,KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY,,71,0.21413346,0.85653394,0.6828794,0.7474686,1,4892,"tags=30%, list=24%, signal=39%"
KEGG_MEDICUS_REFERENCE_TNF_NFKB_SIGNALING_PATHWAY,KEGG_MEDICUS_REFERENCE_TNF_NFKB_SIGNALING_PATHWAY,,16,0.28207433,0.8561868,0.6509804,0.74763376,1,7056,"tags=44%, list=34%, signal=67%"
BOHN_PRIMARY_IMMUNODEFICIENCY_SYNDROM_DN,BOHN_PRIMARY_IMMUNODEFICIENCY_SYNDROM_DN,,38,0.25632226,0.8560919,0.6270161,0.7473761,1,3225,"tags=26%, list=16%, signal=31%"
BRACHAT_RESPONSE_TO_CAMPTOTHECIN_DN,BRACHAT_RESPONSE_TO_CAMPTOTHECIN_DN,,42,0.25702643,0.8549104,0.6422925,0.7489402,1,6768,"tags=50%, list=33%, signal=74%"
ODONNELL_METASTASIS_DN,ODONNELL_METASTASIS_DN,,24,0.30149028,0.85481155,0.62090164,0.74869996,1,4849,"tags=54%, list=24%, signal=71%"
WP_SELENIUM_MICRONUTRIENT_NETWORK,WP_SELENIUM_MICRONUTRIENT_NETWORK,,85,0.22411753,0.85324156,0.70190275,0.7508917,1,4863,"tags=31%, list=24%, signal=40%"
JECHLINGER_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_UP,JECHLINGER_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_UP,,66,0.2842185,0.8518886,0.5983437,0.7527441,1,3410,"tags=27%, list=17%, signal=33%"
KEGG_MEDICUS_PATHOGEN_HIV_GP120_TO_TNF_NFKB_SIGNALING_PATHWAY,KEGG_MEDICUS_PATHOGEN_HIV_GP120_TO_TNF_NFKB_SIGNALING_PATHWAY,,15,0.28338736,0.8514004,0.6712598,0.75315756,1,7056,"tags=47%, list=34%, signal=71%"
WIERENGA_STAT5A_TARGETS_GROUP1,WIERENGA_STAT5A_TARGETS_GROUP1,,126,0.21025844,0.85048306,0.6976242,0.7543188,1,2384,"tags=17%, list=12%, signal=20%"
BIOCARTA_IGF1MTOR_PATHWAY,BIOCARTA_IGF1MTOR_PATHWAY,,19,0.293667,0.8496289,0.6533066,0.7553153,1,2665,"tags=32%, list=13%, signal=36%"
KEGG_GRAFT_VERSUS_HOST_DISEASE,KEGG_GRAFT_VERSUS_HOST_DISEASE,,37,0.38773158,0.8486418,0.6197183,0.7565426,1,7150,"tags=54%, list=35%, signal=83%"
KEGG_GALACTOSE_METABOLISM,KEGG_GALACTOSE_METABOLISM,,26,0.2629048,0.8482236,0.7013575,0.7568453,1,3814,"tags=31%, list=19%, signal=38%"
REACTOME_DAP12_INTERACTIONS,REACTOME_DAP12_INTERACTIONS,,40,0.29376006,0.8473581,0.5856874,0.75791967,1,5469,"tags=43%, list=27%, signal=58%"
REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES,REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES,,32,0.29585353,0.84706366,0.664557,0.7580031,1,3676,"tags=28%, list=18%, signal=34%"
LI_CYTIDINE_ANALOG_PATHWAY,LI_CYTIDINE_ANALOG_PATHWAY,,17,0.29508582,0.84684736,0.69536424,0.75798017,1,2623,"tags=24%, list=13%, signal=27%"
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,,67,0.2673561,0.8464984,0.5809524,0.75816613,1,5773,"tags=48%, list=28%, signal=66%"
WP_IL6_SIGNALING_PATHWAY,WP_IL6_SIGNALING_PATHWAY,,43,0.22477834,0.8464466,0.71769387,0.75786155,1,4996,"tags=37%, list=24%, signal=49%"
MISHRA_CARCINOMA_ASSOCIATED_FIBROBLAST_UP,MISHRA_CARCINOMA_ASSOCIATED_FIBROBLAST_UP,,24,0.3076117,0.84628683,0.6460905,0.7577285,1,2591,"tags=25%, list=13%, signal=29%"
BIOCARTA_CARM_ER_PATHWAY,BIOCARTA_CARM_ER_PATHWAY,,26,0.25893638,0.8461506,0.70124483,0.7575556,1,4457,"tags=38%, list=22%, signal=49%"
REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS,REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS,,19,0.3386162,0.84476376,0.6300813,0.75950277,1,860,"tags=21%, list=4%, signal=22%"
BROCKE_APOPTOSIS_REVERSED_BY_IL6,BROCKE_APOPTOSIS_REVERSED_BY_IL6,,146,0.22185652,0.84471,0.6417323,0.7591854,1,4261,"tags=29%, list=21%, signal=37%"
WP_PROXIMAL_TUBULE_TRANSPORT,WP_PROXIMAL_TUBULE_TRANSPORT,,57,0.23081572,0.8431383,0.73185486,0.76142573,1,4756,"tags=32%, list=23%, signal=41%"
CAMPS_COLON_CANCER_COPY_NUMBER_DN,CAMPS_COLON_CANCER_COPY_NUMBER_DN,,70,0.20817441,0.8429634,0.7534791,0.76130867,1,1828,"tags=11%, list=9%, signal=13%"
WP_HOST_PATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_INTERFERON_INDUCTION,WP_HOST_PATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_INTERFERON_INDUCTION,,33,0.28436202,0.8429054,0.6271511,0.7609989,1,4537,"tags=42%, list=22%, signal=54%"
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN,,21,0.2810236,0.84166306,0.6653226,0.7626368,1,2772,"tags=24%, list=14%, signal=27%"
ZHONG_RESPONSE_TO_AZACITIDINE_AND_TSA_DN,ZHONG_RESPONSE_TO_AZACITIDINE_AND_TSA_DN,,71,0.22685944,0.8416472,0.66188526,0.7622661,1,3916,"tags=31%, list=19%, signal=38%"
MARIADASON_REGULATED_BY_HISTONE_ACETYLATION_DN,MARIADASON_REGULATED_BY_HISTONE_ACETYLATION_DN,,40,0.23903096,0.84130406,0.7357294,0.7624238,1,839,"tags=13%, list=4%, signal=13%"
KUMAR_AUTOPHAGY_NETWORK,KUMAR_AUTOPHAGY_NETWORK,,72,0.20066829,0.8408011,0.7700422,0.762847,1,3102,"tags=19%, list=15%, signal=23%"
JOHANSSON_GLIOMAGENESIS_BY_PDGFB_DN,JOHANSSON_GLIOMAGENESIS_BY_PDGFB_DN,,22,0.24241892,0.8397529,0.71399176,0.7642093,1,1784,"tags=18%, list=9%, signal=20%"
REACTOME_RETROGRADE_TRANSPORT_AT_THE_TRANS_GOLGI_NETWORK,REACTOME_RETROGRADE_TRANSPORT_AT_THE_TRANS_GOLGI_NETWORK,,49,0.2413879,0.83908623,0.6485437,0.76490235,1,2330,"tags=18%, list=11%, signal=21%"
MEISSNER_BRAIN_HCP_WITH_H3K27ME3,MEISSNER_BRAIN_HCP_WITH_H3K27ME3,,269,0.19235879,0.8364663,0.7647059,0.7688451,1,4818,"tags=26%, list=23%, signal=34%"
NABA_MATRISOME_POORLY_METASTATIC_MELANOMA_TUMOR_CELL_DERIVED,NABA_MATRISOME_POORLY_METASTATIC_MELANOMA_TUMOR_CELL_DERIVED,,26,0.30793634,0.83508134,0.61570245,0.7707712,1,4307,"tags=42%, list=21%, signal=53%"
WP_MATRIX_METALLOPROTEINASES,WP_MATRIX_METALLOPROTEINASES,,30,0.27805504,0.83434236,0.6533066,0.7715325,1,3676,"tags=27%, list=18%, signal=32%"
WP_FRAGILE_X_SYNDROME,WP_FRAGILE_X_SYNDROME,,121,0.19214974,0.8328521,0.8055556,0.7736209,1,3954,"tags=26%, list=19%, signal=33%"
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION,REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION,,38,0.2685457,0.83271325,0.6706349,0.7734432,1,3853,"tags=34%, list=19%, signal=42%"
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY,KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY,,22,0.26644427,0.83102614,0.67617106,0.7757571,1,4303,"tags=27%, list=21%, signal=34%"
WP_MICROGLIA_PATHOGEN_PHAGOCYTOSIS_PATHWAY,WP_MICROGLIA_PATHOGEN_PHAGOCYTOSIS_PATHWAY,,40,0.3188821,0.83079845,0.6089494,0.77573353,1,6881,"tags=55%, list=34%, signal=83%"
